index,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,native-country,Y
8186,29,Private,132652,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,1
5723,24,Private,132652,HS-grad,9,Never-married,Other-service,Unmarried,Black,Male,United-States,0
6624,31,Private,132652,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,United-States,0
16813,33,Private,132652,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,United-States,0
6868,23,?,132652,Some-college,10,Married-civ-spouse,?,Husband,White,Male,United-States,0
3732,19,Private,132652,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,United-States,0
679,22,Private,132652,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,United-States,0
13644,38,Private,132652,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
14635,30,Private,132652,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,United-States,0
5673,36,Private,132652,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
6806,31,Private,132652,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
3450,32,Private,132652,7th-8th,12,Never-married,?,Unmarried,White,Female,United-States,0
5812,17,Private,132652,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
1239,32,Private,132652,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,United-States,0
11032,23,Private,132652,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,0
15631,29,Local-gov,132652,HS-grad,9,Separated,Prof-specialty,Unmarried,White,Female,United-States,0
12240,19,?,132652,11th,7,Never-married,?,Own-child,White,Female,United-States,0
10728,31,State-gov,132652,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,0
12617,24,Private,24694,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,United-States,0
1474,36,Self-emp-not-inc,132652,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
3268,31,Private,132652,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
7173,21,Private,132652,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
4486,17,Private,132652,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
13611,21,Private,132652,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
4883,27,Local-gov,132652,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,0
12157,50,Private,132652,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,United-States,1
4838,31,Private,132652,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,0
4321,36,Self-emp-inc,132652,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,1
7102,23,Private,132652,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
2347,28,Private,132652,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
15967,19,Private,132652,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
638,33,?,132652,HS-grad,9,Separated,?,Not-in-family,White,Female,United-States,0
13564,23,Private,132652,Some-college,10,Never-married,Sales,Own-child,White,Male,United-States,0
12473,19,Private,132652,Some-college,10,Separated,Other-service,Unmarried,White,Female,United-States,0
10162,55,Federal-gov,132652,HS-grad,9,Separated,Exec-managerial,Unmarried,White,Female,United-States,0
3741,22,Private,132652,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
922,36,Private,132652,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
10119,36,State-gov,132652,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
6899,31,Private,132652,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,United-States,0
8872,22,Private,132652,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,United-States,1
9768,19,Private,132652,Masters,14,Never-married,Tech-support,Unmarried,White,Female,United-States,0
15704,30,Private,132652,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,United-States,0
10017,17,Private,132652,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,1
2953,23,Private,132652,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,United-States,0
12566,24,Private,132652,Assoc-voc,11,Never-married,Farming-fishing,Not-in-family,White,Male,United-States,0
2230,23,Private,132652,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,United-States,0
8677,22,Private,132652,Some-college,10,Divorced,Other-service,Unmarried,White,Female,United-States,0
4530,30,Private,132652,HS-grad,9,Widowed,Craft-repair,Unmarried,White,Male,United-States,0
12846,44,State-gov,132652,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,United-States,0
15898,23,Private,132652,Some-college,10,Divorced,Sales,Unmarried,White,Female,United-States,0
14664,36,Private,132652,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
4949,19,Private,132652,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,United-States,0
3702,23,Private,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
2094,23,Private,132652,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
9096,24,Private,132652,Some-college,6,Never-married,Adm-clerical,Not-in-family,White,Male,United-States,0
10613,31,Local-gov,132652,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,United-States,0
10702,30,Private,132652,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,United-States,0
1697,38,Private,132652,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,United-States,0
9293,31,Private,132652,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,1
7515,18,Private,132652,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
7871,17,State-gov,132652,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,0
7638,31,Local-gov,132652,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,United-States,1
53,32,Private,132652,Assoc-voc,11,Never-married,Craft-repair,Unmarried,White,Male,United-States,0
9458,43,Private,132652,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,0
6395,23,Private,132652,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
5020,17,Private,132652,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,1
2255,50,Self-emp-not-inc,132652,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,United-States,0
5516,31,Private,132652,Bachelors,13,Never-married,Craft-repair,Own-child,White,Male,United-States,0
12070,35,Private,132652,7th-8th,4,Divorced,Other-service,Unmarried,White,Female,United-States,0
11049,24,Federal-gov,132652,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,0
10111,23,Private,132652,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
15329,22,Private,132652,Some-college,10,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,United-States,0
16248,50,Private,132652,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,0
7125,55,Private,132652,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
8502,17,Private,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
8745,23,Private,132652,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,0
11346,21,Private,132652,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,United-States,0
7271,23,Private,132652,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
7608,33,Private,132652,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,United-States,0
354,41,Private,132652,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,United-States,1
13536,33,Private,132652,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,0
11609,28,Private,132652,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
2219,30,Private,132652,HS-grad,9,Separated,Handlers-cleaners,Not-in-family,White,Male,United-States,0
7202,34,Private,132652,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
10277,31,Private,132652,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,United-States,0
9297,27,Local-gov,132652,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,0
16275,17,?,132652,Prof-school,15,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States,0
1898,50,Private,132652,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,0
10275,41,Private,132652,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,1
6951,19,Private,132652,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
5298,27,Private,132652,Bachelors,13,Never-married,Sales,Not-in-family,Black,Male,United-States,0
400,36,Federal-gov,132652,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
8814,21,Private,132652,Some-college,10,Separated,?,Unmarried,White,Female,United-States,0
9513,19,Private,132652,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,United-States,0
16534,23,Private,132652,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,0
13305,19,Private,132652,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,0
16605,31,Private,132652,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
9951,18,Private,132652,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,United-States,0
12834,27,Private,132652,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,United-States,0
9180,46,Private,132652,10th,6,Divorced,Craft-repair,Not-in-family,White,Male,United-States,0
10943,19,Private,132652,11th,7,Never-married,Other-service,Own-child,White,Male,United-States,0
6537,17,Private,132652,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,0
13831,18,Private,132652,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,0
14136,47,Private,132652,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
15842,19,Private,132652,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Female,United-States,0
8844,32,Private,132652,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
10643,20,Private,132652,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,United-States,0
7485,18,Private,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
7771,50,Self-emp-not-inc,132652,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
2408,18,Private,132652,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,United-States,0
3416,28,Private,132652,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,United-States,0
15656,50,Private,132652,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
3425,50,Local-gov,132652,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
15093,23,Private,132652,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Female,United-States,0
8941,54,?,132652,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,United-States,0
7979,23,Private,132652,Some-college,10,Divorced,Other-service,Unmarried,Black,Female,United-States,0
4504,37,Self-emp-not-inc,132652,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,United-States,0
16768,30,State-gov,132652,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,United-States,0
12269,36,Self-emp-not-inc,132652,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,0
5524,28,Private,132652,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,0
706,36,Private,132652,Some-college,11,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,0
2005,23,Self-emp-not-inc,132652,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,1
1077,31,Private,132652,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
14489,28,Private,132652,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
14903,47,State-gov,132652,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
6008,42,Private,132652,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,0
13407,22,Self-emp-not-inc,132652,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,United-States,0
16136,27,State-gov,132652,Masters,14,Divorced,Prof-specialty,Not-in-family,Black,Female,United-States,0
3421,19,Private,132652,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
9448,17,Private,132652,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
2477,47,Private,132652,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,1
16831,36,Private,132652,Assoc-voc,11,Never-married,Adm-clerical,Other-relative,White,Male,United-States,0
12028,23,Private,132652,HS-grad,9,Never-married,Other-service,Other-relative,Black,Female,United-States,0
10191,31,Self-emp-not-inc,132652,Bachelors,13,Never-married,Farming-fishing,Not-in-family,White,Male,United-States,0
16149,31,Private,132652,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,United-States,0
16097,36,Private,132652,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,0
3045,31,Private,132652,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
2099,23,Private,132652,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
9899,47,Self-emp-inc,132652,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
2809,23,Self-emp-not-inc,132652,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,United-States,0
5223,33,Private,132652,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,0
12779,38,Private,132652,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
16867,37,Private,132652,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
2523,23,?,132652,Some-college,10,Divorced,?,Own-child,White,Female,United-States,0
3823,17,Private,132652,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,United-States,0
7493,50,Private,132652,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
16344,18,Private,132652,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,United-States,0
15137,32,Private,132652,11th,7,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
16874,24,Private,132652,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,0
4163,23,Private,132652,Some-college,10,Never-married,Other-service,Own-child,White,Male,United-States,0
7307,36,Private,132652,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,0
9972,34,Private,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
7957,36,Private,132652,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,0
2409,23,Private,132652,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,United-States,1
1366,17,?,132652,Some-college,10,Divorced,?,Own-child,White,Male,United-States,0
4453,37,Self-emp-inc,132652,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
3579,50,Private,132652,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
11947,17,Private,132652,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
13009,31,Private,24694,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
13998,23,Private,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
4181,19,Private,132652,HS-grad,9,Widowed,Adm-clerical,Own-child,White,Female,United-States,0
12600,31,Private,132652,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,United-States,0
248,28,Private,132652,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,0
13491,31,Federal-gov,132652,Bachelors,13,Never-married,Exec-managerial,Unmarried,White,Female,United-States,0
